,education_level,major_discipline,experience,target,experience_level
17744,Graduate,STEM,10,1.0,Medium Experienced (8-14)
17745,Graduate,No Major,14,0.0,Medium Experienced (8-14)
17746,Masters,STEM,10,0.0,Medium Experienced (8-14)
17747,Graduate,STEM,6,1.0,Limit Experienced (0-7)
17748,Masters,STEM,21,0.0,Experienced (>=15)
17749,Graduate,STEM,14,0.0,Medium Experienced (8-14)
17750,Graduate,STEM,17,0.0,Experienced (>=15)
17751,High School,None,12,0.0,Medium Experienced (8-14)
17752,Graduate,STEM,11,0.0,Medium Experienced (8-14)
17753,Graduate,STEM,4,1.0,Limit Experienced (0-7)
17754,Masters,STEM,21,0.0,Experienced (>=15)
17755,Phd,STEM,20,0.0,Experienced (>=15)
17756,Graduate,STEM,6,0.0,Limit Experienced (0-7)
17757,Graduate,STEM,13,0.0,Medium Experienced (8-14)
17758,Masters,STEM,21,0.0,Experienced (>=15)
17759,Graduate,STEM,11,0.0,Medium Experienced (8-14)
17760,Graduate,STEM,1,1.0,Limit Experienced (0-7)
17761,Graduate,STEM,5,0.0,Limit Experienced (0-7)
17762,High School,None,2,0.0,Limit Experienced (0-7)
17763,Graduate,STEM,9,0.0,Medium Experienced (8-14)
17764,Graduate,STEM,20,1.0,Experienced (>=15)
17765,Graduate,STEM,21,0.0,Experienced (>=15)
17766,Graduate,STEM,3,1.0,Limit Experienced (0-7)
17767,Graduate,STEM,3,0.0,Limit Experienced (0-7)
17768,Graduate,STEM,4,1.0,Limit Experienced (0-7)
17769,Graduate,STEM,12,0.0,Medium Experienced (8-14)
17770,Masters,STEM,4,0.0,Limit Experienced (0-7)
17771,High School,None,7,0.0,Limit Experienced (0-7)
17772,High School,None,3,0.0,Limit Experienced (0-7)
17773,Graduate,Humanities,2,0.0,Limit Experienced (0-7)
17774,Graduate,STEM,4,0.0,Limit Experienced (0-7)
17775,Graduate,STEM,12,0.0,Medium Experienced (8-14)
17776,Graduate,STEM,2,0.0,Limit Experienced (0-7)
17777,Graduate,STEM,14,0.0,Medium Experienced (8-14)
17778,Graduate,Humanities,21,0.0,Experienced (>=15)
17779,Graduate,STEM,1,0.0,Limit Experienced (0-7)
17780,Graduate,STEM,4,0.0,Limit Experienced (0-7)
17781,Graduate,STEM,21,0.0,Experienced (>=15)
17782,Graduate,STEM,5,0.0,Limit Experienced (0-7)
17783,Graduate,STEM,10,1.0,Medium Experienced (8-14)
17784,Graduate,STEM,21,0.0,Experienced (>=15)
17785,Masters,STEM,0,0.0,Limit Experienced (0-7)
17786,Graduate,STEM,7,0.0,Limit Experienced (0-7)
17787,Graduate,STEM,0,0.0,Limit Experienced (0-7)
17788,Masters,STEM,9,0.0,Medium Experienced (8-14)
17789,Graduate,STEM,0,1.0,Limit Experienced (0-7)
17790,Masters,STEM,14,0.0,Medium Experienced (8-14)
17791,Graduate,STEM,4,0.0,Limit Experienced (0-7)
17792,Graduate,STEM,4,1.0,Limit Experienced (0-7)
17793,Graduate,STEM,2,0.0,Limit Experienced (0-7)
17794,Graduate,STEM,7,0.0,Limit Experienced (0-7)
17795,Masters,STEM,15,0.0,Experienced (>=15)
17796,None,None,21,0.0,Experienced (>=15)
17797,Graduate,Business Degree,3,0.0,Limit Experienced (0-7)
17798,Graduate,STEM,4,1.0,Limit Experienced (0-7)
17799,Graduate,STEM,16,0.0,Experienced (>=15)
17800,None,None,12,0.0,Medium Experienced (8-14)
17801,Masters,STEM,8,0.0,Medium Experienced (8-14)
17802,Graduate,STEM,8,0.0,Medium Experienced (8-14)
17803,Graduate,STEM,4,0.0,Limit Experienced (0-7)
17804,High School,None,8,1.0,Medium Experienced (8-14)
17805,High School,None,6,0.0,Limit Experienced (0-7)
17806,Masters,STEM,21,0.0,Experienced (>=15)
17807,Graduate,STEM,4,1.0,Limit Experienced (0-7)
17808,None,None,21,1.0,Experienced (>=15)
17809,Masters,STEM,11,0.0,Medium Experienced (8-14)
17810,High School,None,21,0.0,Experienced (>=15)
17811,Graduate,STEM,18,0.0,Experienced (>=15)
17812,High School,None,2,0.0,Limit Experienced (0-7)
17813,Graduate,STEM,8,0.0,Medium Experienced (8-14)
17814,Masters,STEM,21,1.0,Experienced (>=15)
17815,Masters,STEM,10,0.0,Medium Experienced (8-14)
17816,Graduate,STEM,10,0.0,Medium Experienced (8-14)
17817,Masters,STEM,21,0.0,Experienced (>=15)
17818,High School,None,4,1.0,Limit Experienced (0-7)
17819,Graduate,STEM,21,0.0,Experienced (>=15)
17820,Masters,STEM,21,0.0,Experienced (>=15)
17821,Masters,STEM,0,1.0,Limit Experienced (0-7)
17822,Graduate,STEM,5,0.0,Limit Experienced (0-7)
17823,High School,None,2,0.0,Limit Experienced (0-7)
17824,Masters,STEM,21,1.0,Experienced (>=15)
17825,Masters,STEM,21,0.0,Experienced (>=15)
17826,Masters,STEM,17,1.0,Experienced (>=15)
17827,Graduate,STEM,15,0.0,Experienced (>=15)
17828,High School,None,0,0.0,Limit Experienced (0-7)
17829,Graduate,STEM,12,0.0,Medium Experienced (8-14)
17830,Masters,Humanities,4,1.0,Limit Experienced (0-7)
17831,Graduate,STEM,5,0.0,Limit Experienced (0-7)
17832,Graduate,STEM,21,0.0,Experienced (>=15)
17833,Masters,STEM,8,0.0,Medium Experienced (8-14)
17834,Graduate,STEM,2,0.0,Limit Experienced (0-7)
17835,Graduate,STEM,12,1.0,Medium Experienced (8-14)
17836,Graduate,STEM,14,0.0,Medium Experienced (8-14)
17837,Graduate,Business Degree,3,0.0,Limit Experienced (0-7)
17838,Phd,STEM,19,0.0,Experienced (>=15)
17839,Graduate,STEM,6,0.0,Limit Experienced (0-7)
17840,Graduate,STEM,1,1.0,Limit Experienced (0-7)
17841,Masters,STEM,7,0.0,Limit Experienced (0-7)
17842,Graduate,STEM,9,1.0,Medium Experienced (8-14)
17843,Graduate,STEM,5,1.0,Limit Experienced (0-7)
17844,Graduate,STEM,15,0.0,Experienced (>=15)
17845,Graduate,STEM,9,1.0,Medium Experienced (8-14)
17846,Masters,STEM,21,1.0,Experienced (>=15)
17847,Graduate,STEM,3,0.0,Limit Experienced (0-7)
17848,Graduate,STEM,21,0.0,Experienced (>=15)
17849,Graduate,STEM,7,0.0,Limit Experienced (0-7)
17850,Graduate,STEM,4,0.0,Limit Experienced (0-7)
17851,Masters,STEM,10,0.0,Medium Experienced (8-14)
17852,Graduate,STEM,9,0.0,Medium Experienced (8-14)
17853,Masters,STEM,18,1.0,Experienced (>=15)
17854,Masters,STEM,21,0.0,Experienced (>=15)
17855,Graduate,STEM,10,0.0,Medium Experienced (8-14)
17856,High School,None,11,0.0,Medium Experienced (8-14)
17857,Graduate,STEM,6,0.0,Limit Experienced (0-7)
17858,Graduate,Humanities,10,0.0,Medium Experienced (8-14)
17859,Graduate,STEM,15,0.0,Experienced (>=15)
17860,Graduate,STEM,4,1.0,Limit Experienced (0-7)
17861,Masters,STEM,19,0.0,Experienced (>=15)
17862,Graduate,STEM,1,0.0,Limit Experienced (0-7)
17863,Graduate,STEM,5,0.0,Limit Experienced (0-7)
17864,Graduate,STEM,21,1.0,Experienced (>=15)
17865,Graduate,STEM,14,0.0,Medium Experienced (8-14)
17866,Graduate,STEM,5,0.0,Limit Experienced (0-7)
17867,Masters,STEM,9,0.0,Medium Experienced (8-14)
17868,Graduate,STEM,6,0.0,Limit Experienced (0-7)
17869,None,None,5,0.0,Limit Experienced (0-7)
17870,Masters,STEM,9,0.0,Medium Experienced (8-14)
17871,Graduate,STEM,3,1.0,Limit Experienced (0-7)
17872,Graduate,STEM,16,0.0,Experienced (>=15)
17873,Graduate,STEM,9,0.0,Medium Experienced (8-14)
17874,High School,None,5,0.0,Limit Experienced (0-7)
17875,Graduate,STEM,10,0.0,Medium Experienced (8-14)
17876,High School,None,3,1.0,Limit Experienced (0-7)
17877,Graduate,STEM,15,0.0,Experienced (>=15)
17878,Graduate,STEM,13,0.0,Medium Experienced (8-14)
17879,Graduate,STEM,17,0.0,Experienced (>=15)
17880,Graduate,STEM,21,0.0,Experienced (>=15)
17881,Graduate,STEM,9,0.0,Medium Experienced (8-14)
17882,Masters,STEM,7,0.0,Limit Experienced (0-7)
17883,Graduate,STEM,15,0.0,Experienced (>=15)
17884,Graduate,STEM,3,0.0,Limit Experienced (0-7)
17885,Graduate,STEM,6,1.0,Limit Experienced (0-7)
17886,Graduate,STEM,8,0.0,Medium Experienced (8-14)
17887,Graduate,STEM,15,0.0,Experienced (>=15)
17888,Masters,STEM,0,1.0,Limit Experienced (0-7)
17889,Graduate,STEM,21,0.0,Experienced (>=15)
17890,Masters,STEM,16,0.0,Experienced (>=15)
17891,Graduate,STEM,23,1.0,Experience not provided
17892,Graduate,STEM,8,0.0,Medium Experienced (8-14)
17893,Graduate,STEM,8,0.0,Medium Experienced (8-14)
17894,Graduate,STEM,21,0.0,Experienced (>=15)
17895,Graduate,STEM,11,0.0,Medium Experienced (8-14)
17896,Graduate,Business Degree,21,0.0,Experienced (>=15)
17897,Graduate,STEM,7,0.0,Limit Experienced (0-7)
17898,Graduate,STEM,6,0.0,Limit Experienced (0-7)
17899,Graduate,STEM,16,0.0,Experienced (>=15)
17900,High School,None,2,0.0,Limit Experienced (0-7)
17901,Graduate,STEM,13,0.0,Medium Experienced (8-14)
17902,Graduate,STEM,10,0.0,Medium Experienced (8-14)
17903,None,None,10,0.0,Medium Experienced (8-14)
17904,Graduate,STEM,12,0.0,Medium Experienced (8-14)
17905,Graduate,STEM,9,0.0,Medium Experienced (8-14)
17906,Graduate,STEM,10,0.0,Medium Experienced (8-14)
17907,Masters,STEM,21,0.0,Experienced (>=15)
17908,Graduate,STEM,11,0.0,Medium Experienced (8-14)
17909,Graduate,STEM,5,0.0,Limit Experienced (0-7)
17910,High School,None,21,1.0,Experienced (>=15)
17911,Graduate,STEM,7,0.0,Limit Experienced (0-7)
17912,Graduate,Humanities,14,0.0,Medium Experienced (8-14)
17913,Graduate,STEM,2,0.0,Limit Experienced (0-7)
17914,Graduate,STEM,21,0.0,Experienced (>=15)
17915,Graduate,STEM,10,0.0,Medium Experienced (8-14)
17916,Graduate,STEM,10,1.0,Medium Experienced (8-14)
17917,Masters,STEM,4,1.0,Limit Experienced (0-7)
17918,Graduate,Humanities,3,0.0,Limit Experienced (0-7)
17919,Graduate,STEM,11,0.0,Medium Experienced (8-14)
17920,None,None,5,0.0,Limit Experienced (0-7)
17921,Graduate,STEM,21,0.0,Experienced (>=15)
17922,Graduate,STEM,7,1.0,Limit Experienced (0-7)
17923,High School,None,1,1.0,Limit Experienced (0-7)
17924,Phd,STEM,11,0.0,Medium Experienced (8-14)
17925,Graduate,STEM,9,1.0,Medium Experienced (8-14)
17926,Graduate,STEM,0,1.0,Limit Experienced (0-7)
17927,High School,None,4,1.0,Limit Experienced (0-7)
17928,None,None,10,0.0,Medium Experienced (8-14)
17929,Graduate,STEM,21,0.0,Experienced (>=15)
17930,Graduate,STEM,3,0.0,Limit Experienced (0-7)
17931,Graduate,STEM,4,0.0,Limit Experienced (0-7)
17932,Primary School,None,2,0.0,Limit Experienced (0-7)
17933,Masters,STEM,6,0.0,Limit Experienced (0-7)
17934,Graduate,STEM,6,0.0,Limit Experienced (0-7)
17935,Graduate,STEM,16,0.0,Experienced (>=15)
17936,Masters,STEM,21,0.0,Experienced (>=15)
17937,Graduate,STEM,16,0.0,Experienced (>=15)
17938,Masters,STEM,21,0.0,Experienced (>=15)
17939,Graduate,STEM,3,0.0,Limit Experienced (0-7)
17940,Graduate,STEM,5,0.0,Limit Experienced (0-7)
17941,Graduate,STEM,14,0.0,Medium Experienced (8-14)
17942,Masters,STEM,21,0.0,Experienced (>=15)
17943,Graduate,STEM,21,0.0,Experienced (>=15)
17944,High School,None,6,1.0,Limit Experienced (0-7)
17945,Masters,Other,11,0.0,Medium Experienced (8-14)
17946,High School,None,21,0.0,Experienced (>=15)
17947,Masters,STEM,21,0.0,Experienced (>=15)
17948,Graduate,STEM,4,0.0,Limit Experienced (0-7)
17949,Graduate,STEM,16,0.0,Experienced (>=15)
17950,None,None,0,0.0,Limit Experienced (0-7)
17951,Graduate,STEM,11,0.0,Medium Experienced (8-14)
17952,Graduate,STEM,15,0.0,Experienced (>=15)
17953,Masters,STEM,21,0.0,Experienced (>=15)
17954,Graduate,STEM,5,1.0,Limit Experienced (0-7)
17955,Graduate,STEM,6,0.0,Limit Experienced (0-7)
17956,Graduate,STEM,12,0.0,Medium Experienced (8-14)
17957,Graduate,STEM,21,0.0,Experienced (>=15)
17958,Graduate,STEM,4,0.0,Limit Experienced (0-7)
17959,Graduate,STEM,15,1.0,Experienced (>=15)
17960,Graduate,STEM,6,0.0,Limit Experienced (0-7)
17961,High School,None,3,1.0,Limit Experienced (0-7)
17962,High School,None,3,0.0,Limit Experienced (0-7)
17963,Masters,STEM,13,0.0,Medium Experienced (8-14)
17964,Graduate,STEM,21,1.0,Experienced (>=15)
17965,Graduate,STEM,21,0.0,Experienced (>=15)
17966,Graduate,STEM,21,0.0,Experienced (>=15)
17967,Masters,STEM,21,0.0,Experienced (>=15)
17968,Graduate,STEM,21,0.0,Experienced (>=15)
17969,Masters,STEM,21,0.0,Experienced (>=15)
17970,High School,None,16,0.0,Experienced (>=15)
17971,Masters,STEM,3,0.0,Limit Experienced (0-7)
17972,Graduate,STEM,5,1.0,Limit Experienced (0-7)
17973,High School,None,8,1.0,Medium Experienced (8-14)
17974,Graduate,STEM,11,0.0,Medium Experienced (8-14)
17975,Graduate,STEM,10,0.0,Medium Experienced (8-14)
17976,Graduate,STEM,2,0.0,Limit Experienced (0-7)
17977,None,None,21,0.0,Experienced (>=15)
17978,Masters,STEM,9,0.0,Medium Experienced (8-14)
17979,Masters,STEM,15,1.0,Experienced (>=15)
17980,Graduate,STEM,3,1.0,Limit Experienced (0-7)
17981,Graduate,Other,11,1.0,Medium Experienced (8-14)
17982,Masters,STEM,21,0.0,Experienced (>=15)
17983,Graduate,STEM,2,1.0,Limit Experienced (0-7)
17984,Graduate,STEM,21,0.0,Experienced (>=15)
17985,Graduate,STEM,11,0.0,Medium Experienced (8-14)
17986,Graduate,STEM,6,1.0,Limit Experienced (0-7)
17987,Masters,STEM,17,0.0,Experienced (>=15)
17988,Masters,STEM,16,0.0,Experienced (>=15)
17989,Graduate,STEM,14,0.0,Medium Experienced (8-14)
17990,Masters,Other,5,0.0,Limit Experienced (0-7)
17991,Graduate,STEM,15,1.0,Experienced (>=15)
17992,Masters,STEM,2,1.0,Limit Experienced (0-7)
17993,Graduate,STEM,6,0.0,Limit Experienced (0-7)
17994,Graduate,STEM,6,0.0,Limit Experienced (0-7)
17995,Graduate,STEM,21,1.0,Experienced (>=15)
17996,Graduate,STEM,5,0.0,Limit Experienced (0-7)
17997,Graduate,STEM,21,1.0,Experienced (>=15)
17998,Graduate,STEM,7,1.0,Limit Experienced (0-7)
17999,Graduate,STEM,13,0.0,Medium Experienced (8-14)
18000,Graduate,Arts,21,0.0,Experienced (>=15)
18001,Graduate,STEM,11,1.0,Medium Experienced (8-14)
18002,Graduate,STEM,12,0.0,Medium Experienced (8-14)
18003,Masters,Other,11,0.0,Medium Experienced (8-14)
18004,Graduate,STEM,8,0.0,Medium Experienced (8-14)
18005,Graduate,Other,3,0.0,Limit Experienced (0-7)
18006,Masters,STEM,20,0.0,Experienced (>=15)
18007,Graduate,STEM,9,0.0,Medium Experienced (8-14)
18008,Graduate,STEM,11,0.0,Medium Experienced (8-14)
18009,Graduate,Humanities,2,0.0,Limit Experienced (0-7)
18010,Masters,STEM,20,0.0,Experienced (>=15)
18011,Masters,STEM,15,1.0,Experienced (>=15)
18012,Graduate,STEM,10,0.0,Medium Experienced (8-14)
18013,High School,None,6,0.0,Limit Experienced (0-7)
18014,Masters,STEM,5,0.0,Limit Experienced (0-7)
18015,Graduate,STEM,12,0.0,Medium Experienced (8-14)
18016,Graduate,STEM,21,0.0,Experienced (>=15)
18017,Masters,STEM,12,0.0,Medium Experienced (8-14)
18018,Masters,STEM,6,0.0,Limit Experienced (0-7)
18019,High School,None,3,0.0,Limit Experienced (0-7)
18020,Graduate,STEM,6,0.0,Limit Experienced (0-7)
18021,High School,None,6,0.0,Limit Experienced (0-7)
18022,Graduate,STEM,11,0.0,Medium Experienced (8-14)
18023,Masters,STEM,14,1.0,Medium Experienced (8-14)
18024,Graduate,STEM,8,1.0,Medium Experienced (8-14)
18025,Primary School,None,2,0.0,Limit Experienced (0-7)
18026,High School,None,21,0.0,Experienced (>=15)
18027,Graduate,STEM,4,0.0,Limit Experienced (0-7)
18028,High School,None,3,0.0,Limit Experienced (0-7)
18029,Graduate,STEM,3,0.0,Limit Experienced (0-7)
18030,Graduate,STEM,6,1.0,Limit Experienced (0-7)
18031,Graduate,STEM,14,0.0,Medium Experienced (8-14)
18032,Graduate,STEM,3,1.0,Limit Experienced (0-7)
18033,Graduate,Arts,6,0.0,Limit Experienced (0-7)
18034,Graduate,STEM,10,0.0,Medium Experienced (8-14)
18035,Graduate,Humanities,12,0.0,Medium Experienced (8-14)
18036,Masters,STEM,21,0.0,Experienced (>=15)
18037,Graduate,STEM,21,0.0,Experienced (>=15)
18038,Graduate,STEM,4,0.0,Limit Experienced (0-7)
18039,Masters,STEM,23,1.0,Experience not provided
18040,Graduate,STEM,21,0.0,Experienced (>=15)
18041,Graduate,STEM,19,0.0,Experienced (>=15)
18042,Graduate,STEM,16,0.0,Experienced (>=15)
18043,Graduate,STEM,17,0.0,Experienced (>=15)
18044,Masters,STEM,0,1.0,Limit Experienced (0-7)
18045,Primary School,None,0,0.0,Limit Experienced (0-7)
18046,Graduate,STEM,4,1.0,Limit Experienced (0-7)
18047,Graduate,STEM,1,0.0,Limit Experienced (0-7)
18048,Graduate,STEM,6,0.0,Limit Experienced (0-7)
18049,High School,None,7,1.0,Limit Experienced (0-7)
18050,Graduate,STEM,1,1.0,Limit Experienced (0-7)
18051,High School,None,12,0.0,Medium Experienced (8-14)
18052,Graduate,Humanities,11,0.0,Medium Experienced (8-14)
18053,Graduate,Humanities,17,0.0,Experienced (>=15)
18054,Graduate,STEM,6,0.0,Limit Experienced (0-7)
18055,None,None,23,1.0,Experience not provided
18056,High School,None,3,1.0,Limit Experienced (0-7)
18057,None,None,21,0.0,Experienced (>=15)
18058,Graduate,STEM,18,0.0,Experienced (>=15)
18059,Graduate,STEM,21,1.0,Experienced (>=15)
18060,Graduate,STEM,1,1.0,Limit Experienced (0-7)
18061,Graduate,STEM,0,1.0,Limit Experienced (0-7)
18062,Graduate,STEM,4,0.0,Limit Experienced (0-7)
18063,Graduate,STEM,21,0.0,Experienced (>=15)
18064,Masters,STEM,10,0.0,Medium Experienced (8-14)
18065,Graduate,STEM,0,1.0,Limit Experienced (0-7)
18066,High School,None,21,0.0,Experienced (>=15)
18067,Masters,STEM,21,0.0,Experienced (>=15)
18068,Graduate,Arts,16,1.0,Experienced (>=15)
18069,Graduate,STEM,5,1.0,Limit Experienced (0-7)
18070,Graduate,STEM,21,0.0,Experienced (>=15)
18071,Graduate,STEM,8,0.0,Medium Experienced (8-14)
18072,High School,None,3,0.0,Limit Experienced (0-7)
18073,None,None,14,0.0,Medium Experienced (8-14)
18074,Masters,STEM,6,0.0,Limit Experienced (0-7)
18075,Graduate,Other,8,0.0,Medium Experienced (8-14)
18076,Graduate,STEM,15,0.0,Experienced (>=15)
18077,Graduate,STEM,10,0.0,Medium Experienced (8-14)
18078,Masters,STEM,17,0.0,Experienced (>=15)
18079,Masters,STEM,8,0.0,Medium Experienced (8-14)
18080,Graduate,STEM,5,0.0,Limit Experienced (0-7)
18081,Graduate,STEM,21,0.0,Experienced (>=15)
18082,High School,None,2,1.0,Limit Experienced (0-7)
18083,Graduate,STEM,3,0.0,Limit Experienced (0-7)
18084,Graduate,STEM,1,0.0,Limit Experienced (0-7)
18085,Graduate,STEM,3,0.0,Limit Experienced (0-7)
18086,High School,None,4,1.0,Limit Experienced (0-7)
18087,Graduate,STEM,4,1.0,Limit Experienced (0-7)
18088,Graduate,Humanities,21,0.0,Experienced (>=15)
18089,Graduate,STEM,21,0.0,Experienced (>=15)
18090,Masters,STEM,12,0.0,Medium Experienced (8-14)
18091,Graduate,STEM,21,0.0,Experienced (>=15)
18092,Masters,No Major,0,1.0,Limit Experienced (0-7)
18093,Masters,STEM,10,0.0,Medium Experienced (8-14)
18094,Graduate,STEM,14,0.0,Medium Experienced (8-14)
18095,Graduate,STEM,9,0.0,Medium Experienced (8-14)
18096,Graduate,STEM,14,0.0,Medium Experienced (8-14)
18097,Masters,STEM,5,0.0,Limit Experienced (0-7)
18098,Masters,STEM,4,0.0,Limit Experienced (0-7)
18099,Phd,STEM,11,0.0,Medium Experienced (8-14)
18100,Graduate,STEM,1,1.0,Limit Experienced (0-7)
18101,High School,None,6,0.0,Limit Experienced (0-7)
18102,Graduate,STEM,7,1.0,Limit Experienced (0-7)
18103,Graduate,STEM,17,0.0,Experienced (>=15)
18104,Masters,STEM,14,0.0,Medium Experienced (8-14)
18105,Masters,STEM,1,0.0,Limit Experienced (0-7)
18106,Primary School,None,1,0.0,Limit Experienced (0-7)
18107,None,None,21,0.0,Experienced (>=15)
18108,High School,None,21,1.0,Experienced (>=15)
18109,High School,None,4,0.0,Limit Experienced (0-7)
18110,Graduate,Business Degree,21,0.0,Experienced (>=15)
18111,Phd,STEM,21,0.0,Experienced (>=15)
18112,Graduate,STEM,15,0.0,Experienced (>=15)
18113,None,None,2,0.0,Limit Experienced (0-7)
18114,Graduate,STEM,0,1.0,Limit Experienced (0-7)
18115,Graduate,STEM,9,1.0,Medium Experienced (8-14)
18116,Graduate,STEM,15,1.0,Experienced (>=15)
18117,Masters,STEM,21,0.0,Experienced (>=15)
18118,High School,None,4,0.0,Limit Experienced (0-7)
18119,Graduate,STEM,6,1.0,Limit Experienced (0-7)
18120,Graduate,STEM,4,0.0,Limit Experienced (0-7)
18121,Graduate,STEM,8,1.0,Medium Experienced (8-14)
18122,Graduate,STEM,10,0.0,Medium Experienced (8-14)
18123,Masters,Humanities,21,0.0,Experienced (>=15)
18124,Graduate,STEM,11,0.0,Medium Experienced (8-14)
18125,Graduate,Business Degree,21,0.0,Experienced (>=15)
18126,Graduate,STEM,3,0.0,Limit Experienced (0-7)
18127,Graduate,STEM,21,0.0,Experienced (>=15)
18128,Graduate,STEM,21,0.0,Experienced (>=15)
18129,Graduate,No Major,21,0.0,Experienced (>=15)
18130,Graduate,Arts,21,1.0,Experienced (>=15)
18131,Graduate,STEM,6,0.0,Limit Experienced (0-7)
18132,Graduate,STEM,4,0.0,Limit Experienced (0-7)
18133,Masters,STEM,6,0.0,Limit Experienced (0-7)
18134,Masters,STEM,11,0.0,Medium Experienced (8-14)
18135,High School,None,10,0.0,Medium Experienced (8-14)
18136,Graduate,STEM,4,0.0,Limit Experienced (0-7)
18137,Masters,STEM,21,0.0,Experienced (>=15)
18138,Graduate,STEM,4,0.0,Limit Experienced (0-7)
18139,Graduate,STEM,4,1.0,Limit Experienced (0-7)
18140,Graduate,STEM,1,1.0,Limit Experienced (0-7)
18141,Graduate,STEM,21,0.0,Experienced (>=15)
18142,None,None,0,0.0,Limit Experienced (0-7)
18143,Graduate,STEM,23,1.0,Experience not provided
18144,Graduate,Other,4,1.0,Limit Experienced (0-7)
18145,Graduate,STEM,13,0.0,Medium Experienced (8-14)
18146,Graduate,STEM,21,0.0,Experienced (>=15)
18147,Graduate,STEM,17,0.0,Experienced (>=15)
18148,Graduate,STEM,21,0.0,Experienced (>=15)
18149,Graduate,STEM,10,0.0,Medium Experienced (8-14)
18150,High School,None,14,0.0,Medium Experienced (8-14)
18151,Graduate,STEM,14,0.0,Medium Experienced (8-14)
18152,Graduate,STEM,3,0.0,Limit Experienced (0-7)
18153,Graduate,STEM,12,0.0,Medium Experienced (8-14)
18154,Graduate,STEM,7,0.0,Limit Experienced (0-7)
18155,Masters,STEM,15,0.0,Experienced (>=15)
18156,Graduate,STEM,17,0.0,Experienced (>=15)
18157,Graduate,STEM,15,1.0,Experienced (>=15)
18158,Masters,No Major,8,0.0,Medium Experienced (8-14)
18159,High School,None,0,0.0,Limit Experienced (0-7)
18160,Graduate,STEM,8,0.0,Medium Experienced (8-14)
18161,Masters,STEM,12,0.0,Medium Experienced (8-14)
18162,Graduate,STEM,8,0.0,Medium Experienced (8-14)
18163,Graduate,STEM,6,0.0,Limit Experienced (0-7)
18164,Graduate,STEM,21,0.0,Experienced (>=15)
18165,Masters,STEM,10,0.0,Medium Experienced (8-14)
18166,Graduate,STEM,21,0.0,Experienced (>=15)
18167,Masters,STEM,21,0.0,Experienced (>=15)
18168,High School,None,4,0.0,Limit Experienced (0-7)
18169,Graduate,STEM,9,0.0,Medium Experienced (8-14)
18170,High School,None,3,0.0,Limit Experienced (0-7)
18171,Masters,STEM,16,0.0,Experienced (>=15)
18172,Graduate,STEM,10,0.0,Medium Experienced (8-14)
18173,Graduate,STEM,15,1.0,Experienced (>=15)
18174,Graduate,STEM,7,0.0,Limit Experienced (0-7)
18175,Graduate,STEM,12,1.0,Medium Experienced (8-14)
18176,High School,None,2,0.0,Limit Experienced (0-7)
18177,Graduate,STEM,5,0.0,Limit Experienced (0-7)
18178,Graduate,Humanities,3,0.0,Limit Experienced (0-7)
18179,Graduate,STEM,7,1.0,Limit Experienced (0-7)
18180,High School,None,2,1.0,Limit Experienced (0-7)
18181,Graduate,STEM,5,0.0,Limit Experienced (0-7)
18182,Graduate,STEM,7,1.0,Limit Experienced (0-7)
18183,High School,None,5,0.0,Limit Experienced (0-7)
18184,Graduate,STEM,4,0.0,Limit Experienced (0-7)
18185,Masters,STEM,10,0.0,Medium Experienced (8-14)
18186,Masters,STEM,9,0.0,Medium Experienced (8-14)
18187,Graduate,STEM,17,0.0,Experienced (>=15)
18188,Masters,STEM,7,0.0,Limit Experienced (0-7)
18189,Graduate,STEM,6,0.0,Limit Experienced (0-7)
18190,High School,None,0,0.0,Limit Experienced (0-7)
18191,Graduate,STEM,5,0.0,Limit Experienced (0-7)
18192,High School,None,2,0.0,Limit Experienced (0-7)
18193,Graduate,STEM,6,1.0,Limit Experienced (0-7)
18194,Graduate,STEM,8,1.0,Medium Experienced (8-14)
18195,Masters,STEM,10,0.0,Medium Experienced (8-14)
18196,Graduate,STEM,21,1.0,Experienced (>=15)
18197,Graduate,Humanities,5,0.0,Limit Experienced (0-7)
18198,Masters,STEM,21,0.0,Experienced (>=15)
18199,Graduate,STEM,10,0.0,Medium Experienced (8-14)
18200,Graduate,STEM,5,0.0,Limit Experienced (0-7)
18201,Masters,STEM,16,1.0,Experienced (>=15)
18202,Graduate,Humanities,21,0.0,Experienced (>=15)
18203,Graduate,STEM,6,0.0,Limit Experienced (0-7)
18204,Masters,STEM,10,1.0,Medium Experienced (8-14)
18205,Graduate,STEM,12,1.0,Medium Experienced (8-14)
18206,Graduate,STEM,8,1.0,Medium Experienced (8-14)
18207,Masters,STEM,8,0.0,Medium Experienced (8-14)
18208,Graduate,None,5,0.0,Limit Experienced (0-7)
18209,High School,None,11,0.0,Medium Experienced (8-14)
18210,High School,None,9,0.0,Medium Experienced (8-14)
18211,Masters,STEM,21,0.0,Experienced (>=15)
18212,Graduate,STEM,3,1.0,Limit Experienced (0-7)
18213,Graduate,STEM,6,1.0,Limit Experienced (0-7)
18214,High School,None,2,0.0,Limit Experienced (0-7)
18215,Masters,STEM,13,0.0,Medium Experienced (8-14)
18216,Masters,STEM,9,0.0,Medium Experienced (8-14)
18217,Graduate,Other,21,1.0,Experienced (>=15)
18218,Graduate,STEM,21,0.0,Experienced (>=15)
18219,Graduate,STEM,17,0.0,Experienced (>=15)
18220,High School,None,6,1.0,Limit Experienced (0-7)
18221,Graduate,STEM,5,1.0,Limit Experienced (0-7)
