,education_level,training_hours,gender,train_level
15903,Phd,23,Female,1
15905,Masters,38,Female,2
15906,Graduate,25,Male,1
15907,Graduate,11,Male,1
15908,High School,82,Male,3
15909,Masters,94,Female,3
15910,Phd,7,Female,1
15912,Graduate,105,Male,4
15913,Graduate,40,Female,2
15916,Graduate,6,Male,1
15917,Graduate,76,Male,3
15918,Masters,176,Other,6
15919,Graduate,8,Male,1
15920,Graduate,11,Male,1
15921,Graduate,26,Male,1
15922,Graduate,10,Male,1
15923,Graduate,42,Male,2
15924,Masters,16,Male,1
15925,Masters,18,Male,1
15926,High School,32,Male,1
15927,Graduate,22,Male,1
15929,Graduate,34,Male,2
15930,Masters,50,Male,2
15932,Graduate,264,Male,8
15933,Masters,174,Male,6
15934,Graduate,66,Male,2
15935,Graduate,44,Male,2
15936,Graduate,84,Male,3
15937,Graduate,39,Male,2
15938,Masters,150,Male,5
15939,Phd,13,Male,1
15940,Graduate,133,Male,4
15941,Masters,70,Male,3
15942,Graduate,61,Male,2
15943,High School,65,Male,2
15944,Graduate,22,Male,1
15945,Masters,92,Male,3
15948,Graduate,51,Male,2
15949,Graduate,78,Male,3
15951,Graduate,43,Male,2
15952,Graduate,40,Male,2
15953,Graduate,100,Other,3
15955,Graduate,50,Male,2
15956,Graduate,280,Female,9
15958,Graduate,44,Male,2
15959,Graduate,49,Male,2
15960,Graduate,234,Male,7
15961,High School,210,Male,7
15962,Masters,92,Female,3
15964,Graduate,35,Male,2
15965,High School,85,Male,3
15967,Masters,86,Male,3
15968,Graduate,66,Female,2
15969,Masters,78,Male,3
15970,Graduate,12,Male,1
15971,Graduate,96,Male,3
15972,Graduate,31,Male,1
15973,Graduate,88,Male,3
15974,Masters,45,Male,2
15975,Graduate,218,Male,7
15976,Graduate,218,Male,7
15978,Graduate,104,Male,4
15980,Masters,25,Male,1
15981,Masters,39,Male,2
15984,Graduate,44,Male,2
15985,Graduate,4,Male,1
15987,Graduate,34,Male,2
15988,Graduate,57,Male,2
15989,Graduate,52,Female,2
15991,Graduate,6,Male,1
15993,High School,51,Other,2
15994,Graduate,54,Male,2
15995,Graduate,10,Male,1
15998,Graduate,256,Male,8
15999,Masters,72,Male,3
16000,Masters,55,Male,2
16001,Masters,8,Male,1
16003,Graduate,168,Male,5
16004,Graduate,24,Male,1
16005,Graduate,30,Male,1
16008,Graduate,50,Male,2
16010,Graduate,26,Male,1
16011,Masters,180,Female,6
16012,High School,28,Male,1
16014,Graduate,23,Male,1
16015,Graduate,77,Male,3
16016,Graduate,90,Male,3
16017,Graduate,34,Male,2
16018,Graduate,140,Female,5
16019,Masters,20,Male,1
16020,Graduate,138,Male,5
16021,High School,102,Male,4
16022,Masters,134,Male,4
16024,Graduate,50,Male,2
16026,Graduate,13,Male,1
16027,Graduate,45,Male,2
16028,High School,138,Male,5
16029,Graduate,4,Male,1
16030,Masters,11,Male,1
16031,High School,56,Male,2
16034,Graduate,25,Male,1
16036,Graduate,94,Male,3
16038,Graduate,8,Male,1
16039,Graduate,24,Male,1
16040,Graduate,61,Male,2
16042,Graduate,11,Male,1
16043,Graduate,12,Male,1
16044,Graduate,16,Male,1
16046,Graduate,43,Male,2
16049,Graduate,32,Male,1
16051,Graduate,164,Male,5
16052,Graduate,70,Male,3
16054,Masters,34,Male,2
16055,Graduate,15,Male,1
16057,Masters,26,Male,1
16058,Graduate,70,Male,3
16059,Masters,104,Male,4
16060,Graduate,21,Female,1
16061,Graduate,92,Male,3
16063,Graduate,8,Other,1
16064,Graduate,51,Male,2
16065,Graduate,15,Female,1
16067,Graduate,18,Male,1
16068,Graduate,158,Male,5
16069,High School,72,Male,3
16070,High School,78,Male,3
16071,Masters,96,Male,3
16072,Graduate,141,Male,5
16073,Graduate,13,Male,1
16075,Graduate,160,Male,5
16076,Graduate,27,Male,1
16077,Graduate,116,Male,4
16078,Graduate,24,Male,1
16079,Graduate,64,Male,2
16083,Masters,43,Male,2
16084,Masters,148,Male,5
16086,Graduate,29,Male,1
16090,Phd,18,Male,1
16092,Masters,102,Male,4
16093,Graduate,78,Male,3
16094,High School,51,Male,2
16096,High School,28,Male,1
16097,Graduate,97,Male,3
16098,Graduate,29,Male,1
16099,Graduate,15,Male,1
16100,Graduate,170,Male,6
16101,High School,22,Male,1
16102,High School,3,Male,1
16107,Graduate,78,Female,3
16108,High School,32,Male,1
16109,Graduate,165,Male,5
16110,Masters,58,Male,2
16111,High School,14,Male,1
16112,Masters,63,Male,2
16113,Masters,73,Male,3
16115,Graduate,180,Male,6
16116,Graduate,29,Male,1
16117,Graduate,17,Male,1
16118,Graduate,24,Male,1
16119,Phd,47,Male,2
16120,Masters,278,Male,9
16121,Graduate,9,Male,1
16122,High School,15,Male,1
16123,Graduate,87,Male,3
16128,Graduate,108,Male,4
16129,Graduate,270,Male,9
16131,Graduate,248,Male,8
16132,Graduate,49,Male,2
16133,Graduate,67,Male,2
16134,Graduate,30,Male,1
16135,Masters,29,Male,1
16136,Graduate,54,Male,2
16138,Graduate,94,Female,3
16141,High School,57,Male,2
16142,Graduate,28,Male,1
16143,Graduate,41,Male,2
16148,Masters,18,Male,1
16149,Graduate,38,Male,2
16151,Graduate,111,Male,4
16153,Graduate,8,Male,1
16157,Graduate,37,Male,2
16158,Graduate,140,Male,5
16160,Graduate,48,Male,2
16163,Graduate,2,Male,1
16165,High School,7,Male,1
16166,Graduate,20,Male,1
16167,Phd,31,Male,1
16168,High School,63,Male,2
16169,Graduate,214,Male,7
16171,Graduate,65,Female,2
16172,Graduate,14,Male,1
16173,Masters,16,Male,1
16174,Graduate,50,Male,2
16175,Graduate,89,Male,3
16177,Graduate,54,Male,2
16178,Phd,330,Male,10
16179,Graduate,11,Male,1
16180,Graduate,45,Male,2
16181,Primary School,88,Male,3
16182,Graduate,78,Male,3
16183,Graduate,74,Male,3
16184,Graduate,41,Male,2
16185,High School,74,Male,3
16187,Graduate,20,Male,1
16189,Masters,25,Male,1
16190,Graduate,37,Male,2
16191,Masters,46,Male,2
16193,Masters,18,Male,1
16195,Phd,128,Male,4
16196,Graduate,14,Female,1
16198,Graduate,45,Male,2
16201,Masters,226,Male,7
16202,Graduate,34,Male,2
16203,High School,250,Male,8
16204,Graduate,198,Male,6
16205,Graduate,50,Male,2
16206,High School,62,Male,2
16207,Graduate,135,Male,5
16209,Graduate,37,Male,2
16210,Graduate,13,Other,1
16212,Graduate,21,Male,1
16213,Graduate,35,Male,2
16215,Masters,3,Male,1
16217,Graduate,74,Male,3
16218,Masters,108,Female,4
16219,Masters,268,Male,8
16221,High School,90,Female,3
16222,Graduate,166,Male,5
16225,Graduate,15,Female,1
16226,Graduate,54,Male,2
16227,Graduate,19,Male,1
16228,Graduate,4,Male,1
16229,Graduate,310,Male,10
16230,Graduate,54,Male,2
16231,Masters,6,Male,1
16232,Graduate,34,Other,2
16233,High School,32,Male,1
16235,Graduate,90,Male,3
16236,Graduate,35,Male,2
16237,Graduate,108,Male,4
16238,Masters,130,Male,4
16239,Graduate,314,Male,10
16240,Graduate,37,Male,2
16241,Graduate,72,Male,3
16243,Graduate,68,Male,3
16245,Graduate,64,Female,2
16246,Graduate,282,Male,9
16247,High School,69,Male,3
16248,Graduate,14,Female,1
16249,Graduate,18,Male,1
16251,Graduate,48,Male,2
16253,Graduate,86,Male,3
16254,Graduate,53,Male,2
16255,Masters,42,Male,2
16256,Masters,64,Male,2
16257,Masters,26,Male,1
16259,Masters,37,Male,2
16261,Graduate,37,Male,2
16262,Masters,92,Male,3
16263,Graduate,50,Male,2
16264,Graduate,94,Female,3
16265,Graduate,24,Male,1
16266,High School,38,Male,2
16267,Graduate,240,Male,8
16269,Graduate,59,Female,2
16270,High School,9,Male,1
16271,Graduate,53,Male,2
16272,Graduate,100,Male,3
16274,Graduate,107,Male,4
16275,Graduate,8,Female,1
16276,Masters,50,Male,2
16280,High School,44,Male,2
16281,Masters,123,Male,4
16283,Masters,32,Male,1
16284,High School,29,Male,1
16285,Masters,50,Male,2
16286,Masters,94,Male,3
16288,Graduate,50,Male,2
16289,High School,24,Male,1
16290,High School,96,Male,3
16291,High School,99,Male,3
16292,Graduate,132,Male,4
16293,Masters,40,Male,2
16294,Graduate,164,Male,5
16295,Masters,12,Male,1
16296,Masters,6,Male,1
16298,Graduate,192,Male,6
16299,Masters,22,Male,1
16300,Masters,4,Male,1
16301,Masters,82,Male,3
16302,Graduate,100,Male,3
16303,Masters,100,Male,3
16304,Graduate,157,Male,5
16305,Graduate,13,Male,1
16307,Graduate,17,Male,1
16309,Graduate,16,Male,1
16310,Phd,56,Male,2
16311,Primary School,95,Male,3
16312,Graduate,22,Male,1
16313,Masters,112,Male,4
16314,Masters,48,Male,2
16315,High School,109,Male,4
16316,High School,264,Male,8
16317,Masters,78,Female,3
16319,Graduate,94,Male,3
16320,Graduate,105,Male,4
16321,Masters,104,Male,4
16323,Graduate,160,Male,5
16324,Graduate,16,Male,1
16325,Masters,77,Male,3
16326,Masters,34,Male,2
16327,Graduate,6,Male,1
16329,Masters,100,Male,3
16332,Graduate,112,Male,4
16336,Primary School,198,Male,6
16337,Masters,14,Male,1
16338,Graduate,7,Male,1
16339,Graduate,40,Male,2
16340,Graduate,27,Male,1
16341,Graduate,17,Male,1
16342,Graduate,19,Male,1
16344,Graduate,7,Male,1
16348,Graduate,68,Male,3
16349,Graduate,43,Male,2
16350,Phd,18,Female,1
16351,Graduate,8,Male,1
16352,Masters,79,Male,3
16353,Graduate,14,Male,1
16355,High School,10,Male,1
16358,Masters,55,Male,2
16359,High School,166,Male,5
16361,Graduate,158,Male,5
16362,Graduate,43,Male,2
16364,Masters,42,Male,2
16365,High School,81,Male,3
16366,Graduate,46,Male,2
16367,Graduate,14,Female,1
16368,Graduate,59,Male,2
16369,Masters,48,Male,2
16370,Graduate,89,Male,3
16371,Masters,36,Male,2
16372,Graduate,143,Other,5
16373,Graduate,75,Male,3
16374,Graduate,72,Male,3
16375,Graduate,73,Male,3
16377,Masters,110,Male,4
16378,Graduate,62,Female,2
16379,Graduate,308,Female,10
16380,Masters,98,Male,3
16381,Masters,31,Male,1
16382,Graduate,8,Male,1
16384,Masters,51,Other,2
16385,Graduate,21,Male,1
16386,Graduate,15,Female,1
16387,Graduate,67,Male,2
16388,Primary School,9,Male,1
16389,Masters,98,Male,3
16390,Graduate,140,Male,5
16391,Graduate,83,Male,3
16392,Graduate,135,Male,5
16394,Graduate,8,Male,1
16395,Graduate,4,Male,1
16396,Graduate,21,Male,1
16397,Graduate,88,Male,3
16398,Primary School,44,Male,2
16401,High School,64,Male,2
16402,Graduate,12,Female,1
16403,Phd,29,Male,1
16404,Graduate,23,Female,1
16405,Graduate,70,Female,3
16406,Graduate,29,Female,1
16407,Graduate,326,Male,10
16408,Masters,23,Female,1
16409,Graduate,89,Female,3
16410,Masters,74,Female,3
16413,Graduate,34,Male,2
16414,Masters,23,Male,1
16415,Graduate,72,Male,3
16416,Graduate,32,Male,1
16418,Graduate,12,Male,1
16419,High School,5,Male,1
16420,Masters,2,Male,1
16421,Graduate,44,Male,2
16422,Graduate,38,Male,2
16423,Masters,21,Male,1
16424,Graduate,7,Female,1
16425,High School,116,Male,4
16426,Graduate,78,Male,3
16427,Graduate,160,Female,5
16428,Graduate,19,Female,1
16429,Masters,33,Female,1
16430,Graduate,306,Male,10
16432,Graduate,84,Female,3
16435,Masters,12,Male,1
16436,High School,108,Male,4
16437,Masters,28,Male,1
16438,Masters,46,Male,2
16439,Masters,72,Male,3
16440,Graduate,42,Female,2
16441,Graduate,9,Male,1
16442,Graduate,21,Male,1
16444,Masters,24,Male,1
16445,Masters,39,Male,2
16447,High School,109,Male,4
16448,High School,23,Male,1
16449,Graduate,15,Male,1
16450,High School,25,Male,1
16452,Masters,192,Male,6
16456,Masters,31,Male,1
16457,Graduate,32,Male,1
16458,Masters,44,Male,2
16459,Graduate,13,Female,1
16460,Graduate,28,Male,1
16461,Graduate,12,Male,1
16462,High School,76,Male,3
16463,High School,156,Male,5
16464,Graduate,18,Female,1
16466,Graduate,35,Male,2
16467,Masters,43,Male,2
16470,Masters,112,Male,4
16471,Graduate,37,Male,2
16472,Graduate,100,Male,3
16474,Graduate,42,Male,2
16475,Graduate,25,Male,1
16476,Masters,48,Male,2
16477,Graduate,6,Male,1
16478,Masters,15,Male,1
16479,Masters,87,Male,3
16480,Graduate,50,Male,2
16482,Graduate,87,Female,3
16483,Phd,117,Male,4
16485,Graduate,61,Male,2
16486,Graduate,36,Male,2
16487,Phd,11,Male,1
16488,Masters,62,Female,2
16489,Graduate,15,Male,1
16490,Graduate,2,Male,1
16492,Graduate,41,Male,2
16493,Graduate,70,Other,3
16496,Masters,17,Male,1
16497,Graduate,53,Male,2
16498,Graduate,32,Male,1
16499,Graduate,122,Male,4
16500,Graduate,32,Male,1
16501,Graduate,38,Male,2
16503,Graduate,280,Female,9
16504,High School,118,Male,4
16505,Graduate,22,Male,1
16506,Graduate,36,Male,2
16507,Graduate,86,Male,3
16508,Graduate,24,Male,1
16509,Graduate,33,Male,1
16511,Graduate,30,Male,1
16512,Graduate,60,Male,2
16513,Graduate,15,Male,1
16514,High School,113,Male,4
16515,Masters,30,Male,1
16516,Graduate,198,Male,6
16517,Masters,27,Male,1
16518,High School,46,Male,2
16520,Graduate,23,Male,1
16523,Graduate,152,Male,5
16524,Graduate,9,Male,1
16525,Graduate,106,Male,4
16526,Graduate,21,Male,1
16527,Graduate,204,Male,7
16529,Graduate,138,Female,5
16530,Graduate,46,Male,2
16533,Masters,31,Male,1
16534,Graduate,43,Male,2
16535,Graduate,19,Male,1
16536,Graduate,6,Male,1
16537,Graduate,21,Male,1
16538,Graduate,20,Male,1
16539,Graduate,153,Male,5
16540,Phd,52,Female,2
16542,Masters,33,Male,1
16544,Graduate,25,Male,1
16546,Graduate,100,Male,3
16547,Graduate,47,Male,2
16548,Graduate,14,Male,1
16549,Graduate,4,Female,1
16550,Masters,29,Male,1
16551,High School,106,Male,4
16552,Graduate,130,Female,4
16553,Masters,304,Female,10
16554,Masters,24,Male,1
16555,Graduate,16,Male,1
16556,Masters,12,Male,1
16557,Graduate,62,Male,2
16559,Graduate,85,Male,3
16560,High School,104,Male,4
16561,High School,37,Male,2
16562,Graduate,47,Male,2
16565,Masters,42,Male,2
16567,High School,294,Male,9
16568,Phd,22,Male,1
16569,Graduate,72,Male,3
16570,Graduate,65,Male,2
16571,Masters,46,Male,2
16574,Masters,210,Male,7
16575,Graduate,149,Male,5
16576,Masters,6,Male,1
16577,Graduate,46,Male,2
16578,Graduate,61,Male,2
16579,Graduate,29,Male,1
16581,Graduate,64,Male,2
16582,Graduate,22,Male,1
16583,Graduate,102,Male,4
16584,Graduate,17,Male,1
16586,Masters,13,Male,1
16587,Graduate,91,Male,3
16590,Masters,80,Male,3
16591,Graduate,226,Male,7
16594,Masters,54,Male,2
16597,Graduate,100,Male,3
16598,High School,150,Male,5
16599,Masters,15,Male,1
16600,Graduate,50,Male,2
16601,Graduate,44,Male,2
16602,High School,194,Male,6
16603,Masters,22,Male,1
16604,Masters,34,Male,2
16605,Graduate,8,Male,1
16607,Graduate,84,Male,3
16611,Graduate,63,Male,2
16612,Graduate,62,Male,2
16613,Masters,74,Male,3
16617,Graduate,27,Male,1
16620,Graduate,19,Male,1
16621,Graduate,8,Male,1
16622,Graduate,39,Male,2
16623,Graduate,61,Female,2
16624,Graduate,48,Male,2
16627,High School,25,Male,1
16628,Masters,31,Male,1
16635,Graduate,32,Male,1
16637,Graduate,10,Male,1
16638,Graduate,26,Male,1
16640,Graduate,58,Male,2
16641,Masters,114,Male,4
16643,Graduate,6,Male,1
16644,Graduate,2,Male,1
16645,Graduate,132,Male,4
16647,Graduate,124,Male,4
16649,Masters,166,Male,5
16650,Graduate,62,Male,2
16652,Graduate,18,Female,1
16653,High School,143,Male,5
16654,Masters,30,Male,1
16655,High School,144,Male,5
16656,Phd,19,Male,1
16657,Masters,15,Male,1
16658,Masters,56,Female,2
16659,Graduate,63,Male,2
16660,Graduate,111,Male,4
16661,Masters,248,Male,8
16662,Graduate,75,Male,3
16663,Graduate,74,Male,3
16664,Masters,41,Male,2
16665,Graduate,72,Female,3
16666,Graduate,48,Male,2
16668,Graduate,34,Male,2
16670,Masters,100,Male,3
16671,Graduate,98,Male,3
16672,Graduate,35,Male,2
16673,Masters,50,Male,2
16674,High School,98,Male,3
16675,Graduate,10,Male,1
16676,Graduate,16,Male,1
16677,Graduate,80,Male,3
16678,Graduate,7,Male,1
16679,Graduate,92,Male,3
16680,Graduate,40,Male,2
16681,Graduate,16,Male,1
16684,Graduate,39,Male,2
16686,Primary School,7,Male,1
16687,Masters,120,Male,4
16688,Graduate,70,Male,3
16689,Graduate,88,Male,3
16690,Graduate,60,Male,2
16691,Graduate,13,Male,1
16692,Graduate,69,Female,3
16693,Phd,30,Male,1
16694,Masters,268,Male,8
16695,Graduate,33,Male,1
16696,Masters,82,Male,3
16697,Graduate,36,Female,2
16698,Masters,12,Male,1
16699,Graduate,21,Male,1
16700,Graduate,68,Male,3
16701,Graduate,51,Female,2
16702,Masters,34,Male,2
16704,Graduate,113,Male,4
16705,Graduate,42,Male,2
16706,Primary School,85,Male,3
16708,High School,34,Male,2
16709,Graduate,53,Male,2
16711,Graduate,35,Male,2
16712,Graduate,14,Male,1
16713,Phd,144,Male,5
16714,Graduate,31,Male,1
16717,Graduate,81,Male,3
16721,Graduate,23,Male,1
16722,Graduate,75,Male,3
16723,Phd,156,Female,5
16724,Graduate,17,Male,1
16725,Masters,30,Male,1
16726,Graduate,17,Male,1
16728,Graduate,39,Male,2
16729,High School,51,Male,2
16730,Masters,52,Male,2
16731,Masters,29,Male,1
16733,Graduate,12,Male,1
16735,High School,82,Male,3
16737,Graduate,18,Male,1
16738,Graduate,7,Male,1
16740,High School,41,Male,2
16741,Graduate,184,Male,6
16742,Masters,34,Female,2
16743,Graduate,27,Male,1
16744,High School,168,Female,5
16745,High School,34,Male,2
16747,Graduate,31,Male,1
16748,Masters,34,Male,2
16749,Graduate,108,Male,4
16751,Masters,15,Male,1
16752,Graduate,100,Female,3
16753,High School,26,Female,1
16754,Masters,108,Male,4
16755,Graduate,10,Male,1
16758,Graduate,330,Male,10
16759,Masters,74,Male,3
16760,Graduate,198,Male,6
16761,High School,144,Male,5
16762,High School,129,Male,4
16763,Graduate,105,Male,4
16765,Graduate,4,Male,1
16766,Masters,12,Male,1
16767,Graduate,36,Male,2
16768,Graduate,48,Male,2
16770,Graduate,90,Male,3
16773,Masters,30,Male,1
16775,Masters,43,Male,2
16776,Masters,56,Male,2
16778,Graduate,184,Male,6
16779,Graduate,12,Male,1
16780,Masters,18,Male,1
16781,Graduate,166,Male,5
16782,Phd,202,Male,7
16783,Masters,92,Male,3
16785,Graduate,336,Male,10
16787,Graduate,25,Male,1
16788,Graduate,89,Male,3
16790,Graduate,286,Male,9
16791,Graduate,112,Male,4
16792,Masters,37,Male,2
16793,Graduate,17,Male,1
16795,Masters,10,Male,1
16796,Masters,26,Female,1
16798,Masters,101,Male,4
16803,Graduate,20,Male,1
16804,Graduate,29,Male,1
16805,Graduate,20,Male,1
16806,Graduate,184,Male,6
16808,Graduate,86,Male,3
16809,Graduate,70,Male,3
16811,Graduate,10,Male,1
16816,Graduate,71,Male,3
16817,Graduate,22,Other,1
16818,Graduate,85,Male,3
16820,Graduate,13,Male,1
16822,Graduate,15,Female,1
16824,Graduate,18,Male,1
16825,Graduate,11,Male,1
16826,Graduate,8,Male,1
16827,Graduate,20,Male,1
16828,Graduate,25,Male,1
16829,Graduate,4,Male,1
16830,High School,144,Male,5
16832,Graduate,23,Female,1
16833,Phd,91,Female,3
16834,Primary School,58,Male,2
16836,Graduate,112,Male,4
16838,Graduate,14,Male,1
16839,Masters,57,Male,2
16840,Graduate,13,Male,1
16841,Masters,24,Male,1
16842,Graduate,136,Male,5
16843,Graduate,30,Male,1
16844,Masters,10,Male,1
16845,Graduate,140,Male,5
16846,Graduate,47,Male,2
16847,Graduate,220,Male,7
16848,High School,10,Female,1
16849,Graduate,48,Female,2
16852,Graduate,47,Male,2
16853,Graduate,52,Male,2
16854,Masters,66,Male,2
16855,Graduate,39,Male,2
16856,Graduate,52,Male,2
16857,Primary School,111,Male,4
16858,Graduate,95,Male,3
16859,Graduate,112,Male,4
16860,Graduate,244,Male,8
16861,High School,168,Male,5
16863,Masters,124,Male,4
16864,Graduate,43,Male,2
16865,Masters,14,Male,1
16866,Masters,254,Male,8
16867,Graduate,320,Male,10
16868,Masters,32,Male,1
16869,Graduate,98,Female,3
16871,Masters,33,Male,1
16872,Phd,106,Male,4
16873,Masters,10,Male,1
16874,Graduate,129,Male,4
16875,Masters,51,Female,2
16878,High School,23,Male,1
16879,Graduate,151,Male,5
16880,Masters,84,Male,3
16882,Graduate,220,Male,7
16883,Graduate,31,Male,1
16885,Graduate,12,Male,1
16888,Graduate,13,Male,1
16893,Masters,42,Male,2
16894,Graduate,38,Female,2
16895,Graduate,90,Male,3
16896,Graduate,7,Female,1
16898,Graduate,156,Male,5
16899,Graduate,41,Male,2
16900,Graduate,194,Male,6
16901,Graduate,95,Male,3
16902,Masters,72,Female,3
16903,Graduate,146,Male,5
16905,Graduate,85,Male,3
16906,High School,74,Male,3
16907,Masters,12,Male,1
16909,Graduate,21,Male,1
16910,Masters,12,Male,1
16911,Graduate,26,Male,1
16912,Graduate,62,Male,2
16913,Graduate,79,Male,3
16915,Masters,30,Male,1
16916,Graduate,22,Male,1
16917,Masters,72,Male,3
16918,Graduate,71,Male,3
16919,Graduate,64,Male,2
16920,High School,12,Male,1
16921,Graduate,51,Male,2
16923,High School,96,Male,3
16924,Masters,119,Male,4
16925,Graduate,105,Male,4
16926,Graduate,22,Male,1
16927,High School,12,Male,1
16929,Graduate,112,Male,4
16931,Masters,82,Male,3
16932,Graduate,18,Male,1
16934,Graduate,100,Male,3
16935,Graduate,36,Female,2
16936,Graduate,9,Female,1
16937,Graduate,222,Male,7
16938,Graduate,48,Male,2
16939,Graduate,112,Male,4
16940,Graduate,51,Male,2
16941,Graduate,18,Male,1
16942,Graduate,278,Male,9
16943,Graduate,5,Male,1
16944,Graduate,25,Male,1
16945,Graduate,79,Female,3
16947,Masters,134,Male,4
16949,Graduate,146,Male,5
16955,Graduate,46,Male,2
16956,Masters,39,Male,2
16957,High School,48,Male,2
16958,Graduate,29,Male,1
16959,Primary School,39,Male,2
16960,Graduate,42,Female,2
16962,Masters,150,Male,5
16965,High School,20,Male,1
16966,Graduate,22,Male,1
16967,High School,13,Male,1
16968,Primary School,57,Male,2
16969,High School,144,Female,5
16970,Graduate,50,Male,2
16971,Graduate,62,Male,2
16972,Graduate,36,Male,2
16973,Graduate,10,Other,1
16975,Graduate,40,Female,2
16977,Masters,80,Male,3
16978,Graduate,55,Female,2
16979,Graduate,109,Female,4
16980,Graduate,19,Male,1
16981,Masters,53,Female,2
16983,Graduate,4,Male,1
16984,Phd,33,Male,1
16985,Graduate,23,Male,1
16987,Masters,46,Male,2
16989,Graduate,43,Male,2
16990,Graduate,214,Male,7
16991,Graduate,52,Male,2
16992,Masters,150,Male,5
16993,Graduate,55,Male,2
16995,Graduate,152,Male,5
16996,Graduate,47,Male,2
16997,Masters,17,Male,1
16998,Graduate,14,Female,1
17000,Graduate,135,Male,5
17001,Graduate,113,Male,4
17003,High School,39,Male,2
17005,Masters,51,Male,2
17007,Masters,22,Male,1
17008,Phd,248,Male,8
17009,Graduate,28,Male,1
17010,Graduate,26,Male,1
17011,Graduate,59,Male,2
17013,Masters,62,Male,2
17015,Graduate,55,Male,2
17019,Graduate,78,Male,3
17020,Graduate,31,Male,1
17022,Masters,42,Male,2
17023,Graduate,109,Male,4
17024,Masters,100,Male,3
17025,Masters,60,Male,2
17027,Masters,156,Male,5
17028,Graduate,100,Female,3
17029,Graduate,8,Male,1
17030,Masters,21,Male,1
17031,High School,44,Male,2
17032,Graduate,64,Male,2
17034,Graduate,112,Male,4
17035,Masters,21,Male,1
17036,Graduate,17,Male,1
17037,Graduate,76,Male,3
17038,Graduate,86,Male,3
17040,Masters,222,Male,7
17041,Graduate,114,Male,4
17042,Graduate,5,Male,1
17043,High School,34,Male,2
17045,Graduate,42,Male,2
17049,Graduate,170,Male,6
17050,Graduate,90,Female,3
17051,Graduate,165,Male,5
17053,High School,76,Male,3
17054,Graduate,3,Female,1
17057,Masters,36,Male,2
17059,Graduate,20,Female,1
17061,Masters,101,Female,4
17064,High School,29,Male,1
17065,Graduate,37,Male,2
17066,Masters,100,Male,3
17068,Graduate,46,Male,2
17069,Graduate,47,Male,2
17070,Masters,43,Male,2
17071,Masters,29,Male,1
17072,Graduate,165,Male,5
17073,Graduate,59,Male,2
17074,High School,100,Male,3
17075,Primary School,2,Male,1
17076,Masters,78,Male,3
17077,Graduate,79,Male,3
17079,Masters,50,Male,2
17080,Graduate,23,Male,1
17081,Masters,37,Male,2
17082,Graduate,24,Male,1
17083,Masters,28,Female,1
17084,High School,41,Male,2
17085,Graduate,125,Male,4
17086,Masters,53,Male,2
17087,Masters,32,Male,1
17089,High School,83,Male,3
17091,Phd,10,Male,1
17094,Masters,56,Female,2
17095,Graduate,22,Male,1
17096,Graduate,14,Other,1
17099,Masters,22,Male,1
17100,Graduate,36,Male,2
17101,Masters,30,Male,1
17102,Phd,55,Male,2
17103,Graduate,165,Male,5
17104,Graduate,20,Male,1
17105,Graduate,134,Male,4
17107,High School,116,Male,4
17108,Graduate,9,Male,1
17109,Graduate,41,Male,2
17110,Masters,56,Male,2
17111,Graduate,47,Male,2
17112,Graduate,62,Male,2
17113,Masters,134,Male,4
17114,Masters,84,Male,3
17115,Masters,39,Female,2
17116,Masters,206,Male,7
17119,Graduate,31,Other,1
17125,Graduate,108,Male,4
17126,Graduate,23,Male,1
17127,High School,35,Male,2
17128,Graduate,5,Male,1
17129,Graduate,58,Male,2
17130,Graduate,138,Female,5
17131,Graduate,27,Male,1
17134,Graduate,14,Male,1
17136,Masters,188,Male,6
17137,Masters,5,Male,1
17138,Graduate,86,Male,3
17139,High School,57,Male,2
17141,High School,52,Male,2
17143,High School,13,Male,1
17144,Graduate,103,Female,4
17145,High School,59,Male,2
17147,Primary School,103,Other,4
17148,Masters,9,Male,1
17149,Graduate,54,Male,2
17150,Graduate,70,Other,3
17151,Graduate,35,Male,2
17152,Masters,57,Male,2
17153,Graduate,9,Male,1
17154,Primary School,132,Male,4
17155,Graduate,12,Male,1
17156,Graduate,55,Male,2
17159,Graduate,48,Male,2
17160,Primary School,138,Male,5
17161,Graduate,20,Male,1
17163,Graduate,61,Male,2
17165,Graduate,34,Male,2
17166,Masters,80,Male,3
17167,Graduate,24,Male,1
17168,Masters,50,Male,2
17169,Masters,9,Male,1
17170,Masters,46,Male,2
17171,High School,28,Male,1
17172,Graduate,326,Male,10
17173,Graduate,39,Male,2
17174,Masters,22,Male,1
17175,High School,17,Male,1
17176,Graduate,132,Male,4
17177,Masters,3,Male,1
17178,Phd,23,Male,1
17179,Graduate,148,Male,5
17180,Graduate,112,Other,4
17181,Graduate,5,Male,1
17182,Graduate,270,Male,9
17183,Graduate,6,Male,1
17184,Graduate,28,Male,1
17185,Graduate,51,Female,2
17187,Graduate,147,Male,5
17188,Masters,10,Male,1
17191,High School,332,Male,10
17195,Masters,37,Male,2
17196,Graduate,8,Male,1
17197,High School,4,Male,1
17198,Graduate,27,Male,1
17199,High School,31,Male,1
17200,Graduate,28,Male,1
17201,Graduate,40,Male,2
17203,Graduate,43,Male,2
17204,Graduate,194,Male,6
17206,High School,6,Male,1
17207,Primary School,216,Male,7
17208,Masters,36,Male,2
17211,Masters,28,Male,1
17213,Masters,13,Male,1
17214,Graduate,28,Male,1
