,education_level,major_discipline,experience,target,experience_level
15423,High School,None,21,0.0,Experienced
15424,None,None,2,0.0,Limit Experienced
15425,Graduate,STEM,9,0.0,Medium Experienced
15426,High School,None,8,0.0,Medium Experienced
15427,Graduate,STEM,6,0.0,Limit Experienced
15428,None,None,5,0.0,Limit Experienced
15429,High School,None,2,0.0,Limit Experienced
15430,Masters,STEM,19,0.0,Experienced
15431,Graduate,STEM,11,1.0,Medium Experienced
15432,Graduate,Humanities,16,1.0,Experienced
15433,Graduate,STEM,11,0.0,Medium Experienced
15434,Masters,STEM,6,0.0,Limit Experienced
15435,None,None,17,0.0,Experienced
15436,High School,None,3,0.0,Limit Experienced
15437,Masters,STEM,21,0.0,Experienced
15438,Graduate,STEM,21,1.0,Experienced
15439,Graduate,STEM,2,0.0,Limit Experienced
15440,Graduate,STEM,6,1.0,Limit Experienced
15441,High School,None,8,0.0,Medium Experienced
15442,Graduate,STEM,3,0.0,Limit Experienced
15443,Graduate,STEM,21,1.0,Experienced
15444,Masters,STEM,17,0.0,Experienced
15445,Graduate,STEM,21,0.0,Experienced
15446,Masters,STEM,21,0.0,Experienced
15447,Graduate,STEM,7,0.0,Limit Experienced
15448,High School,None,2,0.0,Limit Experienced
15449,Graduate,STEM,11,0.0,Medium Experienced
15450,Graduate,STEM,23,0.0,Experience Miss
15451,Graduate,STEM,9,0.0,Medium Experienced
15452,High School,None,3,1.0,Limit Experienced
15453,High School,None,18,1.0,Experienced
15454,Graduate,STEM,10,0.0,Medium Experienced
15455,Masters,Humanities,3,0.0,Limit Experienced
15456,Graduate,Arts,3,0.0,Limit Experienced
15457,Masters,STEM,15,0.0,Experienced
15458,Graduate,STEM,21,0.0,Experienced
15459,Graduate,STEM,5,0.0,Limit Experienced
15460,Graduate,STEM,16,0.0,Experienced
15461,High School,None,8,0.0,Medium Experienced
15462,Graduate,STEM,21,1.0,Experienced
15463,High School,None,6,0.0,Limit Experienced
15464,Phd,Other,21,0.0,Experienced
15465,Graduate,STEM,4,1.0,Limit Experienced
15466,Graduate,STEM,12,1.0,Medium Experienced
15467,Graduate,STEM,15,0.0,Experienced
15468,Graduate,STEM,6,0.0,Limit Experienced
15469,Graduate,STEM,3,1.0,Limit Experienced
15470,Graduate,STEM,3,1.0,Limit Experienced
15471,Masters,STEM,14,0.0,Medium Experienced
15472,Graduate,STEM,2,1.0,Limit Experienced
15473,High School,None,6,0.0,Limit Experienced
15474,High School,None,1,1.0,Limit Experienced
15475,Graduate,STEM,14,0.0,Medium Experienced
15476,None,None,6,0.0,Limit Experienced
15477,Masters,Arts,21,0.0,Experienced
15478,Masters,STEM,21,0.0,Experienced
15479,Graduate,STEM,21,0.0,Experienced
15480,Masters,STEM,14,1.0,Medium Experienced
15481,Graduate,STEM,2,1.0,Limit Experienced
15482,Graduate,STEM,6,1.0,Limit Experienced
15483,Masters,STEM,9,0.0,Medium Experienced
15484,Masters,STEM,7,0.0,Limit Experienced
15485,High School,None,4,1.0,Limit Experienced
15486,Graduate,STEM,17,0.0,Experienced
15487,Masters,STEM,13,0.0,Medium Experienced
15488,High School,None,21,0.0,Experienced
15489,Graduate,STEM,8,0.0,Medium Experienced
15490,High School,None,3,1.0,Limit Experienced
15491,Graduate,STEM,8,0.0,Medium Experienced
15492,Masters,STEM,21,1.0,Experienced
15493,Masters,STEM,12,0.0,Medium Experienced
15494,High School,None,2,1.0,Limit Experienced
15495,Masters,STEM,15,0.0,Experienced
15496,Masters,STEM,10,1.0,Medium Experienced
15497,Graduate,STEM,7,0.0,Limit Experienced
15498,Graduate,STEM,4,1.0,Limit Experienced
15499,Graduate,STEM,3,1.0,Limit Experienced
15500,Graduate,STEM,21,0.0,Experienced
15501,High School,None,5,1.0,Limit Experienced
15502,Graduate,STEM,5,1.0,Limit Experienced
15503,Masters,Other,8,0.0,Medium Experienced
15504,Masters,Humanities,21,0.0,Experienced
15505,Graduate,STEM,10,0.0,Medium Experienced
15506,Masters,STEM,9,0.0,Medium Experienced
15507,High School,None,3,0.0,Limit Experienced
15508,Graduate,STEM,2,0.0,Limit Experienced
15509,High School,None,9,0.0,Medium Experienced
15510,Graduate,STEM,7,0.0,Limit Experienced
15511,Graduate,Humanities,21,0.0,Experienced
15512,Masters,STEM,18,0.0,Experienced
15513,Graduate,STEM,18,1.0,Experienced
15514,Masters,STEM,11,0.0,Medium Experienced
15515,Graduate,STEM,8,0.0,Medium Experienced
15516,Masters,Other,5,0.0,Limit Experienced
15517,Primary School,None,11,0.0,Medium Experienced
15518,Masters,STEM,8,0.0,Medium Experienced
15519,Graduate,STEM,21,1.0,Experienced
15520,Masters,Humanities,19,1.0,Experienced
15521,Graduate,STEM,17,0.0,Experienced
15522,Masters,STEM,15,1.0,Experienced
15523,Masters,STEM,21,0.0,Experienced
15524,Graduate,STEM,4,0.0,Limit Experienced
15525,Graduate,STEM,21,0.0,Experienced
15526,Graduate,STEM,10,1.0,Medium Experienced
15527,Masters,STEM,10,0.0,Medium Experienced
15528,Masters,STEM,21,0.0,Experienced
15529,Graduate,STEM,3,0.0,Limit Experienced
15530,High School,None,1,1.0,Limit Experienced
15531,Masters,STEM,9,1.0,Medium Experienced
15532,Graduate,STEM,21,0.0,Experienced
15533,Graduate,STEM,9,0.0,Medium Experienced
15534,Graduate,STEM,6,1.0,Limit Experienced
15535,Masters,STEM,21,0.0,Experienced
15536,Masters,STEM,21,0.0,Experienced
15537,Graduate,STEM,9,0.0,Medium Experienced
15538,Masters,STEM,21,0.0,Experienced
15539,Phd,STEM,21,0.0,Experienced
15540,Graduate,STEM,16,0.0,Experienced
15541,Masters,No Major,21,0.0,Experienced
15542,Graduate,STEM,21,0.0,Experienced
15543,Graduate,STEM,5,0.0,Limit Experienced
15544,Masters,STEM,3,0.0,Limit Experienced
15545,Masters,STEM,16,1.0,Experienced
15546,Graduate,STEM,18,1.0,Experienced
15547,High School,None,21,0.0,Experienced
15548,Masters,STEM,21,0.0,Experienced
15549,Graduate,STEM,9,1.0,Medium Experienced
15550,Masters,STEM,10,0.0,Medium Experienced
15551,Graduate,STEM,2,0.0,Limit Experienced
15552,Graduate,STEM,16,0.0,Experienced
15553,Graduate,STEM,4,1.0,Limit Experienced
15554,Graduate,STEM,5,1.0,Limit Experienced
15555,Masters,STEM,15,0.0,Experienced
15556,Graduate,STEM,10,0.0,Medium Experienced
15557,Graduate,STEM,9,0.0,Medium Experienced
15558,Graduate,STEM,4,1.0,Limit Experienced
15559,Graduate,STEM,4,1.0,Limit Experienced
15560,Graduate,STEM,7,0.0,Limit Experienced
15561,Masters,STEM,9,0.0,Medium Experienced
15562,Graduate,STEM,7,1.0,Limit Experienced
15563,Graduate,STEM,21,0.0,Experienced
15564,Graduate,STEM,8,0.0,Medium Experienced
15565,Graduate,STEM,14,1.0,Medium Experienced
15566,Masters,STEM,11,0.0,Medium Experienced
15567,Masters,STEM,7,1.0,Limit Experienced
15568,Graduate,STEM,17,0.0,Experienced
15569,Masters,No Major,2,1.0,Limit Experienced
15570,Graduate,STEM,5,0.0,Limit Experienced
15571,Graduate,STEM,6,0.0,Limit Experienced
15572,Graduate,STEM,6,0.0,Limit Experienced
15573,Graduate,STEM,21,0.0,Experienced
15574,Graduate,STEM,17,1.0,Experienced
15575,Graduate,Business Degree,21,0.0,Experienced
15576,Graduate,STEM,6,0.0,Limit Experienced
15577,Phd,STEM,14,0.0,Medium Experienced
15578,Graduate,STEM,6,0.0,Limit Experienced
15579,Graduate,STEM,21,0.0,Experienced
15580,Graduate,STEM,9,0.0,Medium Experienced
15581,Masters,STEM,10,0.0,Medium Experienced
15582,High School,None,10,1.0,Medium Experienced
15583,High School,None,2,0.0,Limit Experienced
15584,Graduate,STEM,14,0.0,Medium Experienced
15585,Graduate,Humanities,7,0.0,Limit Experienced
15586,Primary School,None,2,0.0,Limit Experienced
15587,High School,None,15,0.0,Experienced
15588,Graduate,STEM,7,0.0,Limit Experienced
15589,Graduate,STEM,3,1.0,Limit Experienced
15590,Graduate,STEM,4,0.0,Limit Experienced
15591,Graduate,STEM,5,0.0,Limit Experienced
15592,Masters,STEM,21,0.0,Experienced
15593,Graduate,STEM,9,0.0,Medium Experienced
15594,Graduate,Other,13,0.0,Medium Experienced
15595,Graduate,STEM,17,0.0,Experienced
15596,Graduate,STEM,3,0.0,Limit Experienced
15597,Graduate,STEM,6,0.0,Limit Experienced
15598,Masters,STEM,4,0.0,Limit Experienced
15599,Graduate,STEM,17,0.0,Experienced
15600,Masters,Other,10,1.0,Medium Experienced
15601,Graduate,STEM,12,0.0,Medium Experienced
15602,Graduate,STEM,4,0.0,Limit Experienced
15603,Masters,STEM,6,0.0,Limit Experienced
15604,Primary School,None,21,0.0,Experienced
15605,Graduate,STEM,21,1.0,Experienced
15606,Graduate,STEM,17,0.0,Experienced
15607,Graduate,STEM,21,1.0,Experienced
15608,High School,None,4,0.0,Limit Experienced
15609,Graduate,STEM,16,0.0,Experienced
15610,Graduate,STEM,1,0.0,Limit Experienced
15611,None,None,2,0.0,Limit Experienced
15612,High School,None,1,0.0,Limit Experienced
15613,Graduate,STEM,10,1.0,Medium Experienced
15614,Masters,STEM,8,0.0,Medium Experienced
15615,Graduate,STEM,15,1.0,Experienced
15616,Masters,Business Degree,3,1.0,Limit Experienced
15617,Graduate,Arts,3,0.0,Limit Experienced
15618,Masters,Arts,16,0.0,Experienced
15619,Masters,STEM,21,0.0,Experienced
15620,Graduate,STEM,4,1.0,Limit Experienced
15621,Graduate,STEM,5,0.0,Limit Experienced
15622,Graduate,STEM,11,1.0,Medium Experienced
15623,Graduate,STEM,12,1.0,Medium Experienced
15624,Graduate,STEM,21,0.0,Experienced
15625,Graduate,STEM,8,1.0,Medium Experienced
15626,Graduate,Other,3,0.0,Limit Experienced
15627,Masters,STEM,15,0.0,Experienced
15628,Graduate,STEM,5,1.0,Limit Experienced
15629,Graduate,STEM,16,0.0,Experienced
15630,Graduate,STEM,10,0.0,Medium Experienced
15631,Graduate,STEM,7,0.0,Limit Experienced
15632,Graduate,Arts,2,1.0,Limit Experienced
15633,Graduate,STEM,21,0.0,Experienced
15634,Graduate,Arts,4,1.0,Limit Experienced
15635,Masters,STEM,10,0.0,Medium Experienced
15636,Graduate,Humanities,17,0.0,Experienced
15637,Graduate,STEM,21,0.0,Experienced
15638,Masters,STEM,18,0.0,Experienced
15639,Graduate,Business Degree,21,1.0,Experienced
15640,Graduate,STEM,7,0.0,Limit Experienced
15641,Graduate,STEM,19,0.0,Experienced
15642,Masters,STEM,10,0.0,Medium Experienced
15643,Graduate,STEM,21,0.0,Experienced
15644,Masters,STEM,0,1.0,Limit Experienced
15645,High School,None,5,0.0,Limit Experienced
15646,Graduate,STEM,21,0.0,Experienced
15647,Masters,STEM,21,0.0,Experienced
15648,Graduate,STEM,14,0.0,Medium Experienced
15649,None,None,2,1.0,Limit Experienced
15650,Graduate,STEM,8,0.0,Medium Experienced
15651,Graduate,STEM,4,0.0,Limit Experienced
15652,Graduate,STEM,8,0.0,Medium Experienced
15653,Graduate,STEM,5,0.0,Limit Experienced
15654,Graduate,STEM,19,0.0,Experienced
15655,Masters,Arts,15,0.0,Experienced
15656,Graduate,STEM,21,0.0,Experienced
15657,Graduate,STEM,7,1.0,Limit Experienced
15658,Graduate,STEM,11,1.0,Medium Experienced
15659,Graduate,STEM,13,0.0,Medium Experienced
15660,Graduate,STEM,5,0.0,Limit Experienced
15661,Graduate,STEM,2,0.0,Limit Experienced
15662,Graduate,STEM,21,0.0,Experienced
15663,High School,None,4,0.0,Limit Experienced
15664,Masters,STEM,13,0.0,Medium Experienced
15665,Masters,Humanities,2,1.0,Limit Experienced
15666,Graduate,STEM,0,1.0,Limit Experienced
15667,High School,None,6,1.0,Limit Experienced
15668,Masters,STEM,7,0.0,Limit Experienced
15669,Graduate,STEM,21,0.0,Experienced
15670,Graduate,STEM,5,1.0,Limit Experienced
15671,Masters,STEM,1,1.0,Limit Experienced
15672,None,None,4,0.0,Limit Experienced
15673,Masters,STEM,3,0.0,Limit Experienced
15674,Masters,STEM,21,0.0,Experienced
15675,Graduate,STEM,15,0.0,Experienced
15676,High School,None,6,0.0,Limit Experienced
15677,Graduate,STEM,7,0.0,Limit Experienced
15678,High School,None,6,0.0,Limit Experienced
15679,High School,None,21,0.0,Experienced
15680,Graduate,STEM,5,0.0,Limit Experienced
15681,Masters,STEM,13,0.0,Medium Experienced
15682,High School,None,21,0.0,Experienced
15683,Graduate,STEM,6,1.0,Limit Experienced
15684,Graduate,Business Degree,1,0.0,Limit Experienced
15685,Graduate,STEM,4,0.0,Limit Experienced
15686,None,None,6,1.0,Limit Experienced
15687,High School,None,4,0.0,Limit Experienced
15688,Graduate,STEM,5,1.0,Limit Experienced
15689,None,None,0,0.0,Limit Experienced
15690,Graduate,STEM,4,0.0,Limit Experienced
15691,Masters,STEM,16,0.0,Experienced
15692,Primary School,None,11,1.0,Medium Experienced
15693,Masters,STEM,2,0.0,Limit Experienced
15694,Graduate,STEM,11,0.0,Medium Experienced
15695,High School,None,21,0.0,Experienced
15696,Graduate,Humanities,3,0.0,Limit Experienced
15697,Graduate,STEM,11,0.0,Medium Experienced
15698,Masters,Other,2,1.0,Limit Experienced
15699,Graduate,STEM,21,0.0,Experienced
15700,Graduate,STEM,3,1.0,Limit Experienced
15701,Graduate,STEM,8,0.0,Medium Experienced
15702,Graduate,Other,6,0.0,Limit Experienced
15703,Primary School,None,0,0.0,Limit Experienced
15704,Graduate,STEM,4,0.0,Limit Experienced
15705,Graduate,STEM,4,0.0,Limit Experienced
15706,Graduate,STEM,12,0.0,Medium Experienced
15707,High School,None,3,0.0,Limit Experienced
15708,Graduate,STEM,6,0.0,Limit Experienced
15709,Masters,STEM,21,0.0,Experienced
15710,Masters,STEM,21,0.0,Experienced
15711,Masters,STEM,21,0.0,Experienced
15712,Masters,STEM,21,0.0,Experienced
15713,Primary School,None,3,0.0,Limit Experienced
15714,Graduate,STEM,14,0.0,Medium Experienced
15715,Graduate,STEM,10,0.0,Medium Experienced
15716,Graduate,STEM,18,0.0,Experienced
15717,Masters,STEM,18,0.0,Experienced
15718,Graduate,STEM,2,1.0,Limit Experienced
15719,Graduate,Humanities,8,0.0,Medium Experienced
15720,Graduate,STEM,17,0.0,Experienced
15721,None,None,10,0.0,Medium Experienced
15722,Masters,STEM,14,1.0,Medium Experienced
15723,Graduate,STEM,1,0.0,Limit Experienced
15724,Masters,STEM,3,0.0,Limit Experienced
15725,Masters,STEM,7,0.0,Limit Experienced
15726,Graduate,STEM,3,0.0,Limit Experienced
15727,Graduate,STEM,12,1.0,Medium Experienced
15728,Graduate,STEM,7,0.0,Limit Experienced
15729,Graduate,STEM,21,0.0,Experienced
15730,Graduate,STEM,8,0.0,Medium Experienced
15731,Graduate,STEM,4,1.0,Limit Experienced
15732,Graduate,STEM,10,0.0,Medium Experienced
15733,Graduate,STEM,9,0.0,Medium Experienced
15734,Graduate,STEM,1,1.0,Limit Experienced
15735,Graduate,STEM,17,0.0,Experienced
15736,Graduate,Other,1,0.0,Limit Experienced
15737,Graduate,STEM,9,0.0,Medium Experienced
15738,Graduate,STEM,8,1.0,Medium Experienced
15739,Graduate,STEM,10,0.0,Medium Experienced
15740,Graduate,STEM,10,0.0,Medium Experienced
15741,Graduate,STEM,23,1.0,Experience Miss
15742,Graduate,STEM,6,0.0,Limit Experienced
15743,Graduate,STEM,2,1.0,Limit Experienced
15744,Graduate,STEM,5,1.0,Limit Experienced
15745,Graduate,STEM,6,0.0,Limit Experienced
15746,High School,None,3,0.0,Limit Experienced
15747,Masters,STEM,12,0.0,Medium Experienced
15748,Graduate,STEM,7,0.0,Limit Experienced
15749,High School,None,14,0.0,Medium Experienced
15750,Graduate,STEM,1,0.0,Limit Experienced
15751,Masters,Humanities,18,0.0,Experienced
15752,Graduate,STEM,9,0.0,Medium Experienced
15753,Graduate,STEM,2,1.0,Limit Experienced
15754,Masters,STEM,5,0.0,Limit Experienced
15755,Masters,STEM,13,0.0,Medium Experienced
15756,Graduate,STEM,4,0.0,Limit Experienced
15757,Masters,STEM,7,0.0,Limit Experienced
15758,Graduate,STEM,4,0.0,Limit Experienced
15759,Masters,STEM,16,0.0,Experienced
15760,Masters,STEM,15,0.0,Experienced
15761,Masters,STEM,21,1.0,Experienced
15762,High School,None,3,0.0,Limit Experienced
15763,Graduate,STEM,11,0.0,Medium Experienced
15764,Masters,STEM,4,1.0,Limit Experienced
15765,Graduate,Other,15,0.0,Experienced
15766,Graduate,STEM,6,1.0,Limit Experienced
15767,Graduate,Humanities,11,0.0,Medium Experienced
15768,Graduate,STEM,21,0.0,Experienced
15769,Masters,STEM,21,0.0,Experienced
15770,Graduate,STEM,2,0.0,Limit Experienced
15771,Graduate,Humanities,15,1.0,Experienced
15772,Graduate,STEM,2,0.0,Limit Experienced
15773,High School,None,6,0.0,Limit Experienced
15774,High School,None,5,0.0,Limit Experienced
15775,Masters,STEM,21,1.0,Experienced
15776,Graduate,STEM,18,0.0,Experienced
15777,Graduate,STEM,3,0.0,Limit Experienced
15778,Masters,STEM,5,0.0,Limit Experienced
15779,Masters,STEM,21,0.0,Experienced
15780,Graduate,STEM,12,0.0,Medium Experienced
15781,Graduate,STEM,0,0.0,Limit Experienced
15782,Graduate,STEM,7,1.0,Limit Experienced
15783,Graduate,STEM,6,0.0,Limit Experienced
15784,Phd,Humanities,11,0.0,Medium Experienced
15785,Graduate,STEM,15,0.0,Experienced
15786,Graduate,STEM,9,0.0,Medium Experienced
15787,Masters,STEM,11,0.0,Medium Experienced
15788,Graduate,STEM,5,0.0,Limit Experienced
15789,Graduate,STEM,4,1.0,Limit Experienced
15790,Graduate,STEM,19,0.0,Experienced
15791,Masters,STEM,10,1.0,Medium Experienced
15792,Masters,STEM,4,0.0,Limit Experienced
15793,Graduate,STEM,5,0.0,Limit Experienced
15794,Graduate,STEM,3,0.0,Limit Experienced
15795,Masters,STEM,21,0.0,Experienced
15796,Graduate,Other,15,0.0,Experienced
15797,High School,None,17,0.0,Experienced
15798,Graduate,STEM,15,0.0,Experienced
15799,Graduate,STEM,15,0.0,Experienced
15800,High School,None,3,0.0,Limit Experienced
15801,Masters,STEM,21,0.0,Experienced
15802,Graduate,STEM,15,1.0,Experienced
15803,High School,None,4,0.0,Limit Experienced
15804,Graduate,STEM,3,1.0,Limit Experienced
15805,Graduate,STEM,8,0.0,Medium Experienced
15806,Graduate,STEM,16,0.0,Experienced
15807,Masters,STEM,21,0.0,Experienced
15808,Masters,STEM,13,1.0,Medium Experienced
15809,Masters,STEM,11,0.0,Medium Experienced
15810,Masters,STEM,21,0.0,Experienced
15811,High School,None,2,0.0,Limit Experienced
15812,Graduate,STEM,15,0.0,Experienced
15813,High School,None,11,0.0,Medium Experienced
15814,Phd,STEM,21,0.0,Experienced
15815,Graduate,STEM,4,1.0,Limit Experienced
15816,Graduate,STEM,13,0.0,Medium Experienced
15817,Masters,STEM,10,0.0,Medium Experienced
15818,Masters,STEM,21,0.0,Experienced
15819,Graduate,STEM,3,0.0,Limit Experienced
15820,Graduate,STEM,19,0.0,Experienced
15821,Graduate,STEM,21,0.0,Experienced
15822,High School,None,23,0.0,Experience Miss
15823,High School,None,3,0.0,Limit Experienced
15824,Graduate,Other,21,1.0,Experienced
15825,Graduate,Arts,2,1.0,Limit Experienced
15826,High School,None,3,1.0,Limit Experienced
15827,Masters,STEM,3,1.0,Limit Experienced
15828,Graduate,STEM,9,0.0,Medium Experienced
15829,Graduate,STEM,11,0.0,Medium Experienced
15830,Graduate,STEM,6,0.0,Limit Experienced
15831,Masters,STEM,3,1.0,Limit Experienced
15832,Graduate,STEM,3,1.0,Limit Experienced
15833,Graduate,Humanities,5,0.0,Limit Experienced
15834,Masters,STEM,18,0.0,Experienced
15835,Graduate,STEM,6,1.0,Limit Experienced
15836,Graduate,STEM,5,1.0,Limit Experienced
15837,Masters,STEM,15,1.0,Experienced
15838,Masters,STEM,10,0.0,Medium Experienced
15839,Masters,STEM,14,0.0,Medium Experienced
15840,Graduate,STEM,9,0.0,Medium Experienced
15841,Graduate,STEM,10,0.0,Medium Experienced
15842,Graduate,STEM,21,0.0,Experienced
15843,Masters,STEM,10,0.0,Medium Experienced
15844,Graduate,STEM,5,1.0,Limit Experienced
15845,Graduate,STEM,8,0.0,Medium Experienced
15846,Graduate,STEM,2,0.0,Limit Experienced
15847,Phd,STEM,21,0.0,Experienced
15848,Masters,Humanities,6,0.0,Limit Experienced
15849,Graduate,STEM,5,1.0,Limit Experienced
15850,Masters,Humanities,21,0.0,Experienced
15851,High School,None,21,0.0,Experienced
15852,Graduate,Arts,21,0.0,Experienced
15853,Graduate,STEM,14,0.0,Medium Experienced
15854,Graduate,STEM,2,0.0,Limit Experienced
15855,Graduate,STEM,21,0.0,Experienced
15856,Masters,STEM,12,0.0,Medium Experienced
15857,Graduate,STEM,12,0.0,Medium Experienced
15858,Masters,STEM,4,0.0,Limit Experienced
15859,Graduate,STEM,21,1.0,Experienced
15860,Masters,STEM,21,0.0,Experienced
15861,Graduate,No Major,15,0.0,Experienced
15862,Graduate,STEM,14,0.0,Medium Experienced
15863,Masters,STEM,10,1.0,Medium Experienced
15864,Graduate,STEM,6,0.0,Limit Experienced
15865,Graduate,STEM,6,0.0,Limit Experienced
15866,Masters,STEM,21,0.0,Experienced
15867,Masters,STEM,16,0.0,Experienced
15868,Graduate,STEM,21,1.0,Experienced
15869,Graduate,STEM,2,1.0,Limit Experienced
15870,Masters,STEM,21,0.0,Experienced
15871,Masters,STEM,21,0.0,Experienced
15872,Primary School,None,2,0.0,Limit Experienced
15873,Masters,STEM,14,0.0,Medium Experienced
15874,Masters,STEM,21,0.0,Experienced
15875,High School,None,1,0.0,Limit Experienced
15876,High School,None,5,0.0,Limit Experienced
15877,Graduate,STEM,4,1.0,Limit Experienced
15878,Masters,STEM,21,0.0,Experienced
15879,Graduate,Other,4,0.0,Limit Experienced
15880,Graduate,STEM,3,1.0,Limit Experienced
15881,Graduate,STEM,4,0.0,Limit Experienced
15882,Graduate,STEM,16,1.0,Experienced
15883,Graduate,Humanities,13,0.0,Medium Experienced
15884,Graduate,STEM,9,1.0,Medium Experienced
15885,Graduate,STEM,21,0.0,Experienced
15886,Graduate,STEM,4,0.0,Limit Experienced
15887,Graduate,STEM,21,0.0,Experienced
15888,Masters,STEM,6,1.0,Limit Experienced
15889,Graduate,STEM,20,0.0,Experienced
15890,Masters,STEM,21,1.0,Experienced
15891,Graduate,STEM,3,0.0,Limit Experienced
15892,Graduate,STEM,6,0.0,Limit Experienced
15893,Graduate,No Major,11,0.0,Medium Experienced
15894,Graduate,STEM,10,0.0,Medium Experienced
15895,High School,None,7,0.0,Limit Experienced
15896,Graduate,STEM,9,0.0,Medium Experienced
15897,High School,None,5,1.0,Limit Experienced
15898,Graduate,STEM,21,0.0,Experienced
15899,Graduate,STEM,10,0.0,Medium Experienced
15900,Primary School,None,5,0.0,Limit Experienced
15901,Graduate,STEM,6,0.0,Limit Experienced
15902,Graduate,STEM,11,0.0,Medium Experienced
15903,Phd,STEM,21,0.0,Experienced
15904,Masters,STEM,21,0.0,Experienced
15905,Masters,STEM,21,0.0,Experienced
15906,Graduate,STEM,2,0.0,Limit Experienced
15907,Graduate,STEM,10,0.0,Medium Experienced
15908,High School,None,4,0.0,Limit Experienced
15909,Masters,STEM,5,0.0,Limit Experienced
15910,Phd,STEM,19,0.0,Experienced
15911,Masters,STEM,6,0.0,Limit Experienced
15912,Graduate,STEM,6,0.0,Limit Experienced
15913,Graduate,STEM,9,1.0,Medium Experienced
15914,Masters,STEM,9,1.0,Medium Experienced
15915,High School,None,5,0.0,Limit Experienced
15916,Graduate,STEM,3,0.0,Limit Experienced
15917,Graduate,STEM,21,0.0,Experienced
15918,Masters,STEM,8,0.0,Medium Experienced
15919,Graduate,STEM,21,0.0,Experienced
15920,Graduate,STEM,21,0.0,Experienced
15921,Graduate,STEM,14,0.0,Medium Experienced
15922,Graduate,STEM,5,0.0,Limit Experienced
15923,Graduate,STEM,21,0.0,Experienced
15924,Masters,STEM,21,0.0,Experienced
15925,Masters,STEM,15,0.0,Experienced
15926,High School,None,16,0.0,Experienced
15927,Graduate,STEM,8,1.0,Medium Experienced
15928,Graduate,STEM,3,0.0,Limit Experienced
15929,Graduate,No Major,19,0.0,Experienced
15930,Masters,STEM,16,0.0,Experienced
15931,None,None,3,0.0,Limit Experienced
15932,Graduate,STEM,2,0.0,Limit Experienced
15933,Masters,STEM,2,1.0,Limit Experienced
15934,Graduate,STEM,7,1.0,Limit Experienced
15935,Graduate,STEM,7,1.0,Limit Experienced
15936,Graduate,STEM,12,1.0,Medium Experienced
15937,Graduate,STEM,12,0.0,Medium Experienced
15938,Masters,Business Degree,21,1.0,Experienced
15939,Phd,STEM,14,0.0,Medium Experienced
15940,Graduate,STEM,9,1.0,Medium Experienced
15941,Masters,STEM,8,0.0,Medium Experienced
15942,Graduate,STEM,5,0.0,Limit Experienced
15943,High School,None,8,0.0,Medium Experienced
15944,Graduate,STEM,5,0.0,Limit Experienced
15945,Masters,STEM,17,1.0,Experienced
15946,Masters,STEM,3,1.0,Limit Experienced
15947,None,None,6,0.0,Limit Experienced
15948,Graduate,STEM,5,1.0,Limit Experienced
15949,Graduate,STEM,21,0.0,Experienced
15950,Masters,STEM,11,0.0,Medium Experienced
15951,Graduate,STEM,5,0.0,Limit Experienced
15952,Graduate,STEM,21,0.0,Experienced
15953,Graduate,STEM,9,1.0,Medium Experienced
15954,Masters,STEM,5,1.0,Limit Experienced
15955,Graduate,STEM,11,0.0,Medium Experienced
15956,Graduate,STEM,21,0.0,Experienced
15957,Graduate,STEM,5,0.0,Limit Experienced
15958,Graduate,STEM,9,0.0,Medium Experienced
15959,Graduate,Arts,3,0.0,Limit Experienced
15960,Graduate,STEM,8,0.0,Medium Experienced
15961,High School,None,5,1.0,Limit Experienced
15962,Masters,STEM,5,0.0,Limit Experienced
15963,Graduate,STEM,13,0.0,Medium Experienced
15964,Graduate,STEM,21,0.0,Experienced
15965,High School,None,8,0.0,Medium Experienced
15966,High School,None,2,0.0,Limit Experienced
15967,Masters,STEM,21,1.0,Experienced
15968,Graduate,STEM,11,0.0,Medium Experienced
15969,Masters,STEM,14,0.0,Medium Experienced
15970,Graduate,STEM,17,0.0,Experienced
15971,Graduate,STEM,21,0.0,Experienced
15972,Graduate,STEM,7,0.0,Limit Experienced
15973,Graduate,STEM,10,0.0,Medium Experienced
15974,Masters,STEM,8,1.0,Medium Experienced
15975,Graduate,STEM,19,0.0,Experienced
15976,Graduate,STEM,11,1.0,Medium Experienced
15977,Graduate,Arts,21,0.0,Experienced
15978,Graduate,STEM,5,1.0,Limit Experienced
15979,None,None,2,0.0,Limit Experienced
15980,Masters,STEM,12,0.0,Medium Experienced
15981,Masters,STEM,21,0.0,Experienced
15982,None,None,5,0.0,Limit Experienced
15983,Graduate,STEM,9,0.0,Medium Experienced
15984,Graduate,STEM,5,0.0,Limit Experienced
15985,Graduate,STEM,6,0.0,Limit Experienced
15986,Graduate,STEM,10,1.0,Medium Experienced
15987,Graduate,STEM,15,0.0,Experienced
15988,Graduate,Arts,13,0.0,Medium Experienced
15989,Graduate,Humanities,0,1.0,Limit Experienced
15990,Primary School,None,1,0.0,Limit Experienced
15991,Graduate,STEM,7,1.0,Limit Experienced
15992,Graduate,STEM,2,0.0,Limit Experienced
15993,High School,None,1,0.0,Limit Experienced
15994,Graduate,STEM,1,1.0,Limit Experienced
15995,Graduate,STEM,3,0.0,Limit Experienced
15996,Masters,STEM,6,0.0,Limit Experienced
15997,Graduate,STEM,1,1.0,Limit Experienced
15998,Graduate,STEM,21,0.0,Experienced
15999,Masters,STEM,16,0.0,Experienced
